mes,abra,A/C/F,d1,d2,H,Perim elip,sup elip cm2,sup elip m2 (solo elipse),PROF,sup abra cm2 (elip+prof),sup m2 (elip+prof),Cat Tam,diag,NIVEL,C/agua,Cat Prof,Sp,# spp,Categoría Riq,c/s veg,Núm. Ind.,Plántulas,Fondo,Pared,Periferia,d1,d2,cob m2,cob cm2,,,,,,,,,,,,
01/09/2014,6.3,,,,,,,,,,,,,,,,Samolus,,,,,,1,1,0,60%,,0.079309507,793.0950654,,,,,,,,,,,,
01/09/2014,6.3,,,,,,,,,,,,,,,,Distichlis,,,,,,,1,1,30%,,0.039654753,396.5475327,,,,,,,,,,,,
01/09/2014,6.4,0,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,,,,,,,,,,,,
01/09/2014,6.5,1,30,18,0.0625,76.58099659,424.115,0.042,15,1572.830,0.157,1,,0,0,1,Flaveria,4,4,1,,,1,,0,14,13,0.01429428,142.9428,,,,,,,,,,,,
01/09/2014,6.5,,,,,,,,,,,,,,,,Flaveria,,,,,,1,,0,14,7,0.00769692,76.9692,,,,,,,,,,,,
01/09/2014,6.5,,,,,,,,,,,,,,,,Samolus,,,,,,,1,0,3,2,0.00047124,4.7124,,,,,,,,,,,,
01/09/2014,6.5,,,,,,,,,,,,,,,,Eustoma,,,,,,1,,0,10,10,0.007854,78.54,,,,,,,,,,,,
01/09/2014,6.5,,,,,,,,,,,,,,,,Distichlis,,,,,,,,1,0.1,0.1,7.854E-07,0.007854,,,,,,,,,,,,
01/09/2014,6.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,,,
01/09/2014,6.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,,,
01/09/2014,6.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,,,
01/09/2014,6.6+6.7+6.8,1,40,23,0.072814311,100.7699495,722.566,0.072,13,2032.576,0.203,2,,0,0,1,Sporobolus,4,4,1,,,,1,0,40,32,0.1005312,1005.312,,,,,,,,,,,,
01/09/2014,6.6+6.7+6.8,,,,,,,,,,,,,,,,Distichlis,,,,,,1,1,1,0.1,0.1,7.854E-07,0.007854,,,,,,,,,,,,
01/09/2014,6.6+6.7+6.8,,,,,,,,,,,,,,,,Samolus,,,,,,,1,0,13,8,0.00816816,81.6816,,,,,,,,,,,,
01/09/2014,6.6+6.7+6.8,,,,,,,,,,,,,,,,Samolus,,,,,,,1,0,8,8,0.00502656,50.2656,,,,,,,,,,,,
01/09/2014,6.6+6.7+6.8,,,,,,,,,,,,,,,,Samolus,,,,,,,1,0,3,3,0.00070686,7.0686,,,,,,,,,,,,
01/09/2014,6.6+6.7+6.8,,,,,,,,,,,,,,,,Samolus,,,,,,,1,0,2,2,0.00031416,3.1416,,,,,,,,,,,,
01/09/2014,6.6+6.7+6.8,,,,,,,,,,,,,,,,Eustoma,,,,,,,1,0,3,4,0.00094248,9.4248,,,,,,,,,,,,
01/09/2014,6.6+6.7+6.8,,,,,,,,,,,,,,,,Eustoma,,,,,,,1,0,4,3,0.00094248,9.4248,,,,,,,,,,,,
01/09/2014,6.9,1,9,15,0.0625,38.29049829,106.029,0.011,11,527.224,0.053,1,,0,0,1,Samolus,2,2,1,,,1,,0,9,11,0.00777546,77.7546,,,,,,,,,,,,
01/09/2014,6.9,,,,,,,,,,,,,,,,Samolus,,,,,,,1,0,5,3,0.0011781,11.781,,,,,,,,,,,,
01/09/2014,6.9,,,,,,,,,,,,,,,,Samolus,,,,,,,1,0,2,2,0.00031416,3.1416,,,,,,,,,,,,
01/09/2014,6.9,,,,,,,,,,,,,,,,Samolus,,,,,,,,1,6,6,0.00282744,28.2744,,,,,,,,,,,,
01/09/2014,6.9,,,,,,,,,,,,,,,,Sporobolus,,,,,,,,1,0.1,0.1,7.854E-07,0.007854,,,,,,,,,,,,
01/09/2014,7.1,0,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,,,,,,,,,,,,
01/09/2014,7.2,1,40,33,0.009194971,114.9318762,1036.726,0.104,20,3335.363,0.334,2,,0,0,1,Samolus,2,2,1,,,1,,0,1,1,0.00007854,0.7854,,,,,,,,,,,,
01/09/2014,7.2,,,,,,,,,,,,,,,,Samolus,,,,,,1,,0,3,2,0.00047124,4.7124,,,,,,,,,,,,
01/09/2014,7.2,,,,,,,,,,,,,,,,Samolus,,,,,,1,,0,4,2,0.00062832,6.2832,,,,,,,,,,,,
01/09/2014,7.2,,,,,,,,,,,,,,,,Haploestes,,,,,,1,,0,5,2,0.0007854,7.854,,,,,,,,,,,,
01/09/2014,7.2,,,,,,,,,,,,,,,,Haploestes,,,,,,1,,0,1,3,0.00023562,2.3562,,,,,,,,,,,,
01/09/2014,7.3,1,42,16,0.200951249,95.74378557,527.788,0.053,38,4166.051,0.417,2,,0,0,2,Flaveria,3,3,1,,,,,1,50,80,0.31416,3141.6,,,,,,,,,,,,
01/09/2014,7.3,,,,,,,,,,,,,,,,Sporobolus,,,,,,,,1,20,14,0.0219912,219.912,,,,,,,,,,,,
01/09/2014,7.3,,,,,,,,,,,,,,,,Sporobolus,,,,,,,,1,40,16,0.0502656,502.656,,,,,,,,,,,,
01/09/2014,7.3,,,,,,,,,,,,,,,,Samolus,,,,,32,1,,0,0.1,0.1,2.51328E-05,0.251328,,,,,,,,,,,,
01/09/2014,7.4,0,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,,,,,,,,,,,,
01/09/2014,8.1,0,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,,,,,,,,,,,,
01/09/2014,8.2,0,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,,,,,,,,,,,,
01/09/2014,8.3,0,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,,,,,,,,,,,,
01/09/2014,9.1,0,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,,,,,,,,,,,,
01/09/2014,9.2,1,34,24,0.029726516,91.78452172,640.885,0.064,13,1834.084,0.183,2,,0,0,1,Samolus,2,2,1,,,1,,0,10,7,0.0054978,54.978,,,,,,,,,,,,
01/09/2014,9.2,,,,,,,,,,,,,,,,Samolus,,,,,,1,,0,11,18,0.01555092,155.5092,,,,,,,,,,,,
01/09/2014,9.2,,,,,,,,,,,,,,,,Samolus,,,,,,,1,0,5,6,0.0023562,23.562,,,,,,,,,,,,
01/09/2014,9.2,,,,,,,,,,,,,,,,Samolus,,,,,,,1,0,14,7,0.00769692,76.9692,,,,,,,,,,,,
01/09/2014,9.2,,,,,,,,,,,,,,,,Distichlis,,,,,,1,1,1,0.1,0.1,7.854E-07,0.007854,,,,,,,,,,,,
01/09/2014,10.1,1,20,10,0.111111111,48.44224108,157.080,0.016,24,1319.693,0.132,1,,0,0,1,Distichlis,3,3,1,,,1,,1,0.1,0.1,7.854E-07,0.007854,,,,,,,,,,,,
01/09/2014,10.1,,,,,,,,,,,,,,,,Samolus,,,,,5,,1,0,0.1,0.1,0.000003927,0.03927,,,,,,,,,,,,
01/09/2014,10.1,,,,,,,,,,,,,,,,Eustoma,,,,,,,,1,8,7,0.00439824,43.9824,,,,,,,,,,,,
01/09/2014,10.1,,,,,,,,,,,,,,,,Distichlis,,,,,,1,,0,0.1,0.1,7.854E-07,0.007854,,,,,,,,,,,,
01/09/2014,10.1.2,0,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,,,,,,,,,,,,
01/09/2014,10.1.3,0,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,,,,,,,,,,,,
01/09/2014,10.2,1,29,20,0.033735943,77.61955608,455.531,0.046,35,3172.215,0.317,1,,0,0,2,Samolus,1,1,1,,,1,,0,20,28,0.0439824,439.824,,,,,,,,,,,,
01/09/2014,10.4,0,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,,,,,,,,,,,,
01/09/2014,10.6,1,27,16,0.065440779,68.65387455,339.292,0.034,35,2742.178,0.274,1,,0,0,2,Samolus,4,4,1,,,,1,0,28,30,0.0659736,659.736,,,,,,,,,,,,
01/09/2014,10.6,,,,,,,,,,,,,,,,Samolus,,,,,,,1,0,20,15,0.023562,235.62,,,,,,,,,,,,
01/09/2014,10.6,,,,,,,,,,,,,,,,Distichlis,,,,,,,1,1,0.1,0.1,7.854E-07,0.007854,,,,,,,,,,,,
01/09/2014,10.6,,,,,,,,,,,,,,,,Flaveria,,,,,,,1,0,3,5,0.0011781,11.781,,,,,,,,,,,,
01/09/2014,10.6,,,,,,,,,,,,,,,,Eustoma,,,,,,1,,0,4,5,0.0015708,15.708,,,,,,,,,,,,
01/09/2014,11.1,1,22,19,0.005353956,64.48888052,328.296,0.033,47,3359.274,0.336,1,,0,0,3,Samolus,3,3,1,,,1,,0,10,7,0.0054978,54.978,,,,,,,,,,,,
01/09/2014,11.1,,,,,,,,,,,,,,,,Samolus,,,,,,1,,0,8,4,0.00251328,25.1328,,,,,,,,,,,,
01/09/2014,11.1,,,,,,,,,,,,,,,,Samolus,,,,,,1,,0,10,8,0.0062832,62.832,,,,,,,,,,,,
01/09/2014,11.1,,,,,,,,,,,,,,,,Samolus,,,,,,1,,0,4,3,0.00094248,9.4248,,,,,,,,,,,,
01/09/2014,11.1,,,,,,,,,,,,,,,,Samolus,,,,,,,1,0,3,4,0.00094248,9.4248,,,,,,,,,,,,
01/09/2014,11.1,,,,,,,,,,,,,,,,Samolus,,,,,,,1,0,3,2,0.00047124,4.7124,,,,,,,,,,,,
01/09/2014,11.1,,,,,,,,,,,,,,,,Samolus,,,,,,,1,0,2,2,0.00031416,3.1416,,,,,,,,,,,,
01/09/2014,11.1,,,,,,,,,,,,,,,,Sporobolus,,,,,,,,1,10,6,0.0047124,47.124,,,,,,,,,,,,
01/09/2014,11.2,0,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,,,,,,,,,,,,
01/09/2014,12.1,0,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,,,,,,,,,,,,
01/09/2014,12.2,0,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,,,,,,,,,,,,
01/09/2014,12.3,1,31,28,0.002585464,92.73689622,681.726,0.068,76,7729.730,0.773,2,,0,0,5,Samolus,1,1,1,,,,1,0,4,3,0.00094248,9.4248,,,,,,,,,,,,
01/09/2014,12.3,,,,,,,,,,,,,,,,Samolus,,,,,,,1,0,3,3,0.00070686,7.0686,,,,,,,,,,,,
01/09/2014,12.3,,,,,,,,,,,,,,,,Samolus,,,,,,,1,0,3,3,0.00070686,7.0686,,,,,,,,,,,,
01/09/2014,12.3,,,,,,,,,,,,,,,,Samolus,,,,,,,1,0,3,3,0.00070686,7.0686,,,,,,,,,,,,
01/09/2014,12.4,1,45,18,0.183673469,103.559006,636.173,0.064,53,6124.800,0.612,2,,0,0,3,Samolus,2,2,1,,,1,,0,45,30,0.106029,1060.29,,,,,,,,,,,,
01/09/2014,12.4,,,,,,,,,,,,,,,,Samolus,,,,,,,,1,12,10,0.0094248,94.248,,,,,,,,,,,,
01/09/2014,12.4,,,,,,,,,,,,,,,,Distichlis,,,,,,,,1,seco,seco,seco,seco,,,,,,,,,,,,
01/09/2014,13.1,1,17,20,0.006574142,58.2150248,267.035,0.027,33,2188.131,0.219,1,,0,0,2,Samolus,4,4,1,,,1,,0,10,5,0.003927,39.27,,,,,,,,,,,,
01/09/2014,13.1,,,,,,,,,,,,,,,,Samolus,,,,,,1,,0,7,7,0.00384846,38.4846,,,,,,,,,,,,
01/09/2014,13.1,,,,,,,,,,,,,,,,Samolus,,,,,,1,,0,12,6,0.00565488,56.5488,,,,,,,,,,,,
01/09/2014,13.1,,,,,,,,,,,,,,,,Samolus,,,,,,1,,0,6,6,0.00282744,28.2744,,,,,,,,,,,,
01/09/2014,13.1,,,,,,,,,,,,,,,,Samolus,,,,,,1,,0,9,6,0.00424116,42.4116,,,,,,,,,,,,
01/09/2014,13.1,,,,,,,,,,,,,,,,Samolus,,,,,,1,,0,5,6,0.0023562,23.562,,,,,,,,,,,,
01/09/2014,13.1,,,,,,,,,,,,,,,,Samolus,,,,,,1,,0,15,7,0.0082467,82.467,,,,,,,,,,,,
01/09/2014,13.1,,,,,,,,,,,,,,,,Flaveria,,,,,,,1,0,6,5,0.0023562,23.562,,,,,,,,,,,,
01/09/2014,13.1,,,,,,,,,,,,,,,,Eustoma,,,,,,1,,0,4,5,0.0015708,15.708,,,,,,,,,,,,
01/09/2014,13.1,,,,,,,,,,,,,,,,Distichlis,,,,,,,1,1,seco,seco,seco,seco,,,,,,,,,,,,
01/09/2014,13.2,0,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,,,,,,,,,,,,
01/09/2014,14.1,0,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,,,,,,,,,,,,
01/09/2014,14.2,1,26,20,0.017013233,72.56428894,408.407,0.041,9,1061.486,0.106,1,,0,0,1,Distichlis,4,4,1,,,1,,0,14,17,0.01869252,186.9252,,,,,,,,,,,,
01/09/2014,14.2,,,,,,,,,,,,,,,,Distichlis,,,,,,,,1,14,11,0.01209516,120.9516,,,,,,,,,,,,
01/09/2014,14.2,,,,,,,,,,,,,,,,Samolus,,,,,,,1,0,10,11,0.0086394,86.394,,,,,,,,,,,,
01/09/2014,14.2,,,,,,,,,,,,,,,,Samolus,,,,,,,1,0,4,5,0.0015708,15.708,,,,,,,,,,,,
01/09/2014,14.2,,,,,,,,,,,,,,,,Samolus,,,,,,,1,0,3,3,0.00070686,7.0686,,,,,,,,,,,,
01/09/2014,14.2,,,,,,,,,,,,,,,,Flaveria,,,,,,1,,0,9,7,0.00494802,49.4802,,,,,,,,,,,,
01/09/2014,14.2,,,,,,,,,,,,,,,,Eustoma,,,,,,1,,0,10,7,0.0054978,54.978,,,,,,,,,,,,
01/09/2014,14.3,0,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,,,,,,,,,,,,
01/09/2014,14.4,1,30,27,0.002770083,89.59740649,636.173,0.064,12,1711.341,0.171,2,,0,0,1,Samolus,5,5,1,,,1,,0,8,7,0.00439824,43.9824,,,,,,,,,,,,
01/09/2014,14.4,,,,,,,,,,,,,,,,Sporobolus,,,,,,1,1,0,21,33,0.05442822,544.2822,,,,,,,,,,,,
01/09/2014,14.5,1,50,60,0.008264463,173.1447799,2356.194,0.236,30,7550.538,0.755,4,,0,0,1,Flaveria,4,4,1,,,,1,0,90,40,0.282744,2827.44,,,,,,,,,,,,
01/09/2014,14.5,,,,,,,,,,,,,,,,Haploestes,,,,,,,1,0,5,4,0.0015708,15.708,,,,,,,,,,,,
01/09/2014,14.5,,,,,,,,,,,,,,,,Haploestes,,,,,,,1,0,3,2,0.00047124,4.7124,,,,,,,,,,,,
01/09/2014,14.5,,,,,,,,,,,,,,,,Haploestes,,,,,,,1,0,10,20,0.015708,157.08,,,,,,,,,,,,
01/09/2014,14.5,,,,,,,,,,,,,,,,Haploestes,,,,,,1,,0,6,5,0.0023562,23.562,,,,,,,,,,,,
01/09/2014,14.5,,,,,,,,,,,,,,,,Haploestes,,,,,,1,,0,3,9,0.00212058,21.2058,,,,,,,,,,,,
01/09/2014,14.5,,,,,,,,,,,,,,,,Haploestes,,,,,,1,,0,6,2,0.00094248,9.4248,,,,,,,,,,,,
01/09/2014,14.5,,,,,,,,,,,,,,,,Haploestes,,,,,,1,,0,4,3,0.00094248,9.4248,,,,,,,,,,,,
01/09/2014,14.5,,,,,,,,,,,,,,,,Haploestes,,,,,,1,,0,3,2,0.00047124,4.7124,,,,,,,,,,,,
01/09/2014,14.5,,,,,,,,,,,,,,,,Haploestes,,,,,,1,,0,6,3,0.00141372,14.1372,,,,,,,,,,,,
01/09/2014,14.5,,,,,,,,,,,,,,,,Haploestes,,,,,,1,,0,3,2,0.00047124,4.7124,,,,,,,,,,,,
01/09/2014,14.5,,,,,,,,,,,,,,,,Haploestes,,,,,,1,,0,4,3,0.00094248,9.4248,,,,,,,,,,,,
01/09/2014,14.5,,,,,,,,,,,,,,,,Haploestes,,,,,,1,,0,1,1,0.00007854,0.7854,,,,,,,,,,,,
01/09/2014,14.5,,,,,,,,,,,,,,,,Eustoma,,,,,,,1,0,30,20,0.047124,471.24,,,,,,,,,,,,
01/09/2014,14.5,,,,,,,,,,,,,,,,Sporobolus,,,,,,,,1,80,40,0.251328,2513.28,,,,,,,,,,,,
01/09/2014,14.5,,,,,,,,,,,,,,,,Sporobolus,,,,,,,,1,30,20,0.047124,471.24,,,,,,,,,,,,
01/09/2014,15.1,0,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,,,,,,,,,,,,
01/09/2014,15.1.1,0,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,,,,,,,,,,,,
01/09/2014,15.2,0,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,,,,,,,,,,,,
01/09/2014,15.3,1,24,21,0.004444444,70.76439636,395.841,0.040,41,3297.181,0.330,1,,0,0,2,Flaveria,4,4,1,,,1,,0,4,6,0.00188496,18.8496,,,,,,,,,,,,
01/09/2014,15.3,,,,,,,,,,,,,,,,Eustoma,,,,,,,,1,19,9,0.01343034,134.3034,,,,,,,,,,,,
01/09/2014,15.3,,,,,,,,,,,,,,,,Eustoma,,,,,,,,1,12,5,0.0047124,47.124,,,,,,,,,,,,
01/09/2014,15.3,,,,,,,,,,,,,,,,Eustoma,,,,,,,,1,13,11,0.01123122,112.3122,,,,,,,,,,,,
01/09/2014,15.3,,,,,,,,,,,,,,,,Samolus,,,,,,,1,0,9,10,0.0070686,70.686,,,,,,,,,,,,
01/09/2014,15.3,,,,,,,,,,,,,,,,Samolus,,,,,,,,1,19,21,0.03133746,313.3746,,,,,,,,,,,,
01/09/2014,15.3,,,,,,,,,,,,,,,,Distichlis,,,,,,,1,0,0.1,0.1,7.854E-07,0.007854,,,,,,,,,,,,
01/09/2014,16.1,1,26,17,0.043807463,68.28602547,347.146,0.035,17,1508.008,0.151,1,,0,0,1,Flaveria,3,3,1,,,1,,0,14,11,0.01209516,120.9516,,,,,,,,,,,,
01/09/2014,16.1,,,,,,,,,,,,,,,,Samolus,,,,,,1,,0,10,8,0.0062832,62.832,,,,,,,,,,,,
01/09/2014,16.1,,,,,,,,,,,,,,,,Samolus,,,,,,1,,0,6,4,0.00188496,18.8496,,,,,,,,,,,,
01/09/2014,16.1,,,,,,,,,,,,,,,,Distichlis,,,,,,1,1,1,seco,seco,seco,seco,,,,,,,,,,,,
01/09/2014,16.2,0,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,,,,,,,,,,,,
01/09/2014,17.1,1,17,18,0.000816327,54.98909198,240.332,0.024,10,790.223,0.079,1,,0,0,1,Flaveria,2,2,1,,,,1,0,60,10,0.047124,471.24,,,,,,,,,,,,
01/09/2014,17.1,,,,,,,,,,,,,,,,Distichlis,,,,,,1,1,1,0.1,0.1,7.854E-07,0.007854,,,,,,,,,,,,
01/09/2014,17.2,1,53,14,0.338828247,114.3655214,582.765,0.058,41,5271.752,0.527,2,,0,0,2,Samolus,3,3,1,,,,1,0,11,11,0.00950334,95.0334,,,,,,,,,,,,
01/09/2014,17.2,,,,,,,,,,,,,,,,Flaveria,,,,,,,1,0,4,5,0.0015708,15.708,,,,,,,,,,,,
01/09/2014,17.2,,,,,,,,,,,,,,,,Samolus,,,,,50,1,,0,0.1,0.1,0.00003927,0.3927,,,,,,,,,,,,
01/09/2014,17.2,,,,,,,,,,,,,,,,Distichlis,,,,,,,1,1,0.1,0.1,7.854E-07,0.007854,,,,,,,,,,,,
01/09/2014,17.3,0,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,,,,,,,,,,,,
01/09/2014,17.4,0,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,,,,,,,,,,,,
01/09/2014,18.1,1,43,19,0.149843913,101.0732013,641.670,0.064,33,3977.086,0.398,2,,0,0,2,Samolus,3,3,1,,,1,,0,12,11,0.01036728,103.6728,,,,,,,,,,,,
01/09/2014,18.1,,,,,,,,,,,,,,,,Samolus,,,,,,1,,0,9,11,0.00777546,77.7546,,,,,,,,,,,,
01/09/2014,18.1,,,,,,,,,,,,,,,,Samolus,,,,,,1,,0,7,7,0.00384846,38.4846,,,,,,,,,,,,
01/09/2014,18.1,,,,,,,,,,,,,,,,Samolus,,,,,,1,,0,16,13,0.01633632,163.3632,,,,,,,,,,,,
01/09/2014,18.1,,,,,,,,,,,,,,,,Haploestes,,,,,,1,,0,7,5,0.0027489,27.489,,,,,,,,,,,,
01/09/2014,18.1,,,,,,,,,,,,,,,,Haploestes,,,,,,1,,0,6,8,0.00376992,37.6992,,,,,,,,,,,,
01/09/2014,18.1,,,,,,,,,,,,,,,,Samolus,,,,,7,,1,0,0.1,0.1,5.4978E-06,0.054978,,,,,,,,,,,,
01/09/2014,18.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,,,
01/09/2014,18.3,1,23,29,0.013313609,81.95350457,523.861,0.052,17,1917.070,0.192,2,,0,0,1,Samolus,2,2,1,,,,1,0,10,5,0.003927,39.27,,,,,,,,,,,,
01/09/2014,18.3,,,,,,,,,,,,,,,,Distichlis,,,,,,,,1,0.1,0.1,7.854E-07,0.007854,,,,,,,,,,,,
01/09/2014,19.1,1,19,16,0.007346939,55.07889766,238.761,0.024,42,2552.075,0.255,1,,0,0,2,Distichlis,1,1,1,,,1,,1,8,5,0.0031416,31.416,,,,,,,,,,,,
01/09/2014,4.8.1,1,40,30,0.020408163,110.5174608,942.478,0.094,15,2600.240,0.260,2,,0,0,1,Samolus,1,1,1,,,,1,0,10,9,0.0070686,70.686,,,,,,,,,,,,
01/09/2014,4.8.1,,,,,,,,,,,,,,,,Samolus,,,,,,,,0,30,17,0.0400554,400.554,,,,,,,,,,,,
01/09/2014,4.8.1,,,,,,,,,,,,,,,,Samolus,,,,,,,,0,30,17,0.0400554,400.554,,,,,,,,,,,,
01/09/2014,73A,0,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,,,,,,,,,,,,
01/09/2014,73B,0,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,cerrada,,,,,,,,,,,,
