years,month,sinkholes,level,algas,Cirsium,Dasylirion,Distichlis,Erigeron,Eustoma,Flaveria,Haploestes,nada,Nerysirenia,Polygala,Prosopis,Sabatia,Samolus,Schoenus,Sesuvium,Sporobolus,Total general
2014,jun,2.6,(en blanco),,,,0.015708,,,,,,,,,,0.0070686,,,,0.0227766
2014,jun,2.8,0,,,,,,,,,,,,,,0.02073456,,,,0.02073456
2014,jun,2.8,(en blanco),,,,0.00691152,,,,,,,,,,,,,,0.00691152
2014,jun,2.9,0,,,,,,,0.16234218,,,,,,,,,,,0.16234218
2014,jun,2.9,(en blanco),,,,7.85E-07,,0.0102102,0.0200277,,,,,,,0.02686068,,,,0.057099365
2014,jun,4.1,0,,,,,,,,,,,,,,,,,7.85E-07,7.85E-07
2014,jun,4.2,0,,,,,,,,,,,,,,,,,7.85E-07,7.85E-07
2014,jun,4.4,0,,,,,,,,,,,,,,0.0102102,,,,0.0102102
2014,jun,4.4,(en blanco),,,,0.01319472,,,,,,,,,,,,,,0.01319472
2014,jun,5.2,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2014,jun,5.2,(en blanco),,,,,,,,,,,,,,,,,7.85E-07,7.85E-07
2014,jun,6.1,0,,,,,,,,,,,,,,0.0027489,,,,0.0027489
2014,jun,6.1,(en blanco),,,,7.85E-07,,,,,,,,,,0.00369138,,,,0.003692165
2014,jun,6.2,0,,,,,,0.00769692,,,,,,,,,,,,0.00769692
2014,jun,6.2,(en blanco),,,,2.36E-06,,,0.003927,,,,,,,0.00895356,,,,0.012882916
2014,jun,6.3,0,,,,,,,0.039654753,,,,,,,,,,,0.039654753
2014,jun,6.3,(en blanco),,,,0.039654753,,,,,,,,,,0.079309507,,,,0.11896426
2014,jun,6.5,0,,,,,,,0.01429428,,,,,,,,,,,0.01429428
2014,jun,6.5,(en blanco),,,,7.85E-07,,0.007854,0.00769692,,,,,,,0.00047124,,,,0.016022945
2014,jun,6.9,0,,,,,,,,,,,,,,0.0054978,,,,0.0054978
2014,jun,6.9,(en blanco),,,,0.0219912,,,,,,,,,,0.00290598,,,,0.02489718
2014,jun,7.2,0,,,,,,,,,,,,,,0.0345576,,,,0.0345576
2014,jun,7.2,(en blanco),,,,7.85E-07,,,,,,,,,,4.40E-05,,,,4.48E-05
2014,jun,9.1,0,,,,,,,7.85E-07,,,,,,,,,,,7.85E-07
2014,jun,9.1,(en blanco),,,,7.85E-07,,,,,,,,,,7.85E-07,,,,1.57E-06
2014,jun,9.2,0,,,,,,,,,,,,,,7.85E-07,,,,7.85E-07
2014,jun,9.2,(en blanco),,,,7.85E-07,,,7.85E-07,,,,,,,,,,,1.57E-06
2014,jun,10.1,0,,,,0.0086394,,,,,,,,,,,,,,0.0086394
2014,jun,10.2,0,,,,,,,,,,,,,,0.0062832,,,,0.0062832
2014,jun,10.4,0,,,,,,,,,,,,,,0.000011781,,,,0.000011781
2014,jun,10.4,(en blanco),,,,7.85E-07,,,7.85E-07,,,,,,,,,,,1.57E-06
2014,jun,11.1,0,,,,,,,,,,,,,,7.85E-07,,,,7.85E-07
2014,jun,11.1,(en blanco),,,,7.85E-07,,,,,,,,,,,,,7.85E-07,1.57E-06
2014,jun,12.3,0,,,,,,,,,,,,,,7.85E-07,,,,7.85E-07
2014,jun,12.3,(en blanco),,,,,,,,,,,,,,,,,7.85E-07,7.85E-07
2014,jun,12.4,0,,,,,,,,,,,,,,0.0329868,,,,0.0329868
2014,jun,12.4,(en blanco),,,,7.85E-07,,,,,,,,,,0.00565488,,,,0.005655665
2014,jun,13.1,0,,,,,,,0.0070686,,,,,,,,,,,0.0070686
2014,jun,13.1,(en blanco),,,,0.023091545,,,0.00094248,,,,,,,0.0058905,,,,0.029924525
2014,jun,14.2,0,,,,,,,7.85E-07,,,,,,,,,,,7.85E-07
2014,jun,14.2,(en blanco),,,,7.85E-07,,,,,,,,,,7.85E-07,,,,1.57E-06
2014,jun,14.4,0,,,,,,,,,,,,,,0.00047124,,,,0.00047124
2014,jun,14.4,(en blanco),,,,,,,,,,,,,,0.03659964,,,,0.03659964
2014,jun,14.5,0,,,,,,,,,,,,,,7.85E-07,,,,7.85E-07
2014,jun,14.5,(en blanco),,,,,,,,,,,,,,0.00329868,,,,0.00329868
2014,jun,15.3,0,,,,,,,,,,,,,,0.0424116,,,,0.0424116
2014,jun,15.3,(en blanco),,,,7.85E-07,,0.0683298,,,,,,,,,,,7.85E-07,0.068331371
2014,jun,16.1,0,,,,,,,7.85E-07,,,,,,,,,,,7.85E-07
2014,jun,16.1,(en blanco),,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2014,jun,17.2,0,,,,,,,,,,,,,,7.85E-07,,,,7.85E-07
2014,jun,17.3,0,,,,,,,,,,,,,,0.0282744,,,,0.0282744
2014,jun,17.3,(en blanco),,,,,,,,,,,,,,0.008640185,,,,0.008640185
2014,jun,18.1,0,,,,,,,,,,,,,,0.0023562,,,,0.0023562
2014,jun,18.1,(en blanco),,,,,,,0.0031416,,,,,,,0.00125664,,,0.0251328,0.02953104
2014,jun,18.2,0,,,,,,,0.212058,,,,,,,,,,,0.212058
2014,jun,18.2,(en blanco),,,,0.0027489,,0.00691152,,,,,,,,0.11404008,,,,0.1237005
2014,jun,18.3,0,,,,,,,,,,,,,,7.85E-07,,,,7.85E-07
2014,jun,18.3,(en blanco),,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2014,jun,19.1,0,,,,0.00502656,,,,,,,,,,,,,,0.00502656
2014,jun,1.1O,0,,,,,,,,,,,,,,0.06149682,,,,0.06149682
2014,jun,1.1O,(en blanco),,,,7.85E-07,,,0.00047124,0.02403324,,,,,,0.00121737,,,,0.025722635
2014,jun,1.2O,0,,,,,,,0.09236304,,,,,,,,,,,0.09236304
2014,jun,1.2O,(en blanco),,,,7.85E-07,,,0.00659736,,,,,,,0.02301222,,,,0.029610365
2014,jun,1.4+6.1O,0,,,,,,,,,,,,,,0.00282744,,,,0.00282744
2014,jun,1.4+6.1O,(en blanco),,,,7.85E-07,,,0.00699006,,,,,,,0.00557634,,,,0.012567185
2014,jun,1.51.2,0,,,,,,,,,,,,,,7.85E-07,,,,7.85E-07
2014,jun,1.51.2,(en blanco),,,,,,,,,,,,,,,,,7.85E-07,7.85E-07
2014,jun,1.52.1,0,,,,,,2.36E-06,,,,,,,,,,,,2.36E-06
2014,jun,1.55+1.56,0,,,,,,,,,,,,,,0.0251328,,,,0.0251328
2014,jun,1.55+1.56,(en blanco),,,,7.85E-07,,,,,,,,,,0.00007854,,,,7.93E-05
2014,jun,1.56.1,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2014,jun,1.56.2,0,,,,,,,,,,,,,,,,,0.0282744,0.0282744
2014,jun,1.5O,0,,,,,,,0.376992,,,,,,,,,,,0.376992
2014,jun,1.5O,(en blanco),,,,7.85E-07,,0.00753984,0.9456216,,,,,,,0.01759296,,,7.85E-07,0.970755971
2014,jun,1.62+5.1,0,,,,,,0.00769692,,,,,,,,,,,,0.00769692
2014,jun,1.62+5.1,(en blanco),,,,7.85E-07,,,0.003927,,,,,,,0.00895356,,,,0.012881345
2014,jun,1.66.1,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2014,jun,1.71.1,27,,,,,,,,,,,,,,,,,0.0015708,0.0015708
2014,jun,1.71.1,(en blanco),,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2014,jun,1.76.1,0,,,,,,,0.17812872,,,,,,,,,,,0.17812872
2014,jun,1.76.1,(en blanco),,,,,,,,,,,,,,,7.85E-07,,,7.85E-07
2014,jun,1.7O,5,,,,,,,,,,,,,,,,,0.0094248,0.0094248
2014,jun,1.7O,(en blanco),,,,,,,,,,,,,,,,,0.0062832,0.0062832
2014,jun,1.81.1,0,,,,,,,,,,,,,,0.0031416,,,,0.0031416
2014,jun,1.81.1,(en blanco),,,,7.85E-07,,,0.00376992,,,,,,,0.0200277,,,,0.023798405
2014,jun,1.83.1,0,,,,,,,0.7602672,,,,,,,,,,,0.7602672
2014,jun,1.83.1,(en blanco),,,,7.85E-07,,,,,,,,,,0.07249242,,,0.3216213,0.394114505
2014,jun,1.83.2,0,,,,0.01319472,,,,,,,,,,,,,,0.01319472
2014,jun,1.83.2,(en blanco),,,,0.0019635,,,,,,,,,,0.00329868,,,,0.00526218
2014,jun,1.83.3,0,,,,0.0141372,,,,,,,,,,,,,,0.0141372
2014,jun,1.8O,0,,,,,,,,,,,,,,0.00094248,,,,0.00094248
2014,jun,1.8O,(en blanco),,,,,,,,0.07854,,,,0.00329868,,0.0396627,,,,0.12150138
2014,jun,2.10.1,0,,,,,,,,,0,,,,,,,,,0
2014,jun,2.11.1,0,,,,,,,0.01468698,,,,,,,,,,,0.01468698
2014,jun,2.11.1,(en blanco),,,,1.57E-06,,,,,,,,,,0.07178556,,,,0.071787131
2014,jun,2.1O,0,,,,,,,,,,,,,,,0.31620204,,,0.31620204
2014,jun,2.1O,(en blanco),,,,,,0.00879648,,,,,,,,0.15762978,3.6422925,,,3.80871876
2014,jun,6.6+6.7+6.8,0,,,,,,,,,,,,,,0.00188496,,,,0.00188496
2014,jun,6.6+6.7+6.8,(en blanco),,,,0.04146912,,,,,,,,,,0.02018478,,,,0.0616539
2014,jun,80A,0,,,,,,,,,,,,,,0.00094248,,,,0.00094248
2014,jun,80A,(en blanco),,,,,,,,0.07854,,,,0.00329868,,0.0396627,,,,0.12150138
2014,jun,82C+83D,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2014,jun,82C+83D,(en blanco),,,,,,,0.051051,,,,,,,0.0062832,7.85E-07,,,0.057334985
2014,jun,83-84/85,0,,,,,,,,,,,,,,,7.85E-07,,,7.85E-07
2014,jun,83-84/85,(en blanco),,,,7.85E-07,,7.85E-07,7.85E-07,,,,,,,1.57E-06,,,,0.000003927
2014,sep,1.1,0,,,,,,,0.0659736,,,,,,,,,,,0.0659736
2014,sep,1.1,(en blanco),,,,7.85E-07,,,,,,,,,0.00070686,0.18708228,,,,0.187789925
2014,sep,1.101,0,,,,,,,0.079922117,,,,,,,,,,,0.079922117
2014,sep,1.101,(en blanco),,,,0.006660176,,,,,,,,,,0.026641491,,,0.039961059,0.073262726
2014,sep,1.102,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2014,sep,1.102,(en blanco),,,,,,,0.00659736,,,,,,,,,,7.85E-07,0.006598145
2014,sep,1.103,0,,,,,,,0.0200277,,,,,,,,,,,0.0200277
2014,sep,1.103,(en blanco),,,,7.85E-07,,,0.02544696,,,,,,,0.01288056,,,,0.038328305
2014,sep,1.104,0,,,,,,,,,,,,,,0.02686068,,,,0.02686068
2014,sep,1.104,(en blanco),,,,7.85E-07,,,0.00494802,,,,,,,0.04343262,0.0086394,,,0.057020825
2014,sep,1.106,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2014,sep,1.13,0,,,,,,,,,,,,,,0.0373065,,,,0.0373065
2014,sep,1.13,(en blanco),,,,7.85E-07,,,0.01641486,,,,,,,0.02968812,,,,0.046103765
2014,sep,1.14,0,,,,,,,,,,,,,,0.19195176,,,,0.19195176
2014,sep,1.14,(en blanco),,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2014,sep,1.16,0,,0.11215512,,,,,,,,,,,,,,,,0.11215512
2014,sep,1.16,(en blanco),,,,7.85E-07,,,,,,,,,,0.04421802,,,,0.044218805
2014,sep,1.17,0,,,,,,,0.01468698,,,,,,,,,,,0.01468698
2014,sep,1.17,(en blanco),,,,7.85E-07,,,0.00125664,,,,,,,0.05678442,,,,0.058041845
2014,sep,1.18,0,,,,,,,0.0188496,,,,,,,,,,,0.0188496
2014,sep,1.18,(en blanco),,,,,,0.0062832,0.02136288,,,,,,,0.062832,,,,0.09047808
2014,sep,1.2,0,,,,,,,,,,,,,,0.0019635,,,,0.0019635
2014,sep,1.2,(en blanco),,,,7.85E-07,,,,,,,,,,0.04186182,,,,0.041862605
2014,sep,1.21,0,,,,,,,,,,,,,,0.00282744,,,,0.00282744
2014,sep,1.21,(en blanco),,,,,,,,0.00494802,,,,,,0.01696464,,,,0.02191266
2014,sep,1.23,0,,,,,,,,,,,,,,1.41E-05,,,,1.41E-05
2014,sep,1.23,(en blanco),,,,,,0.0023562,0.0015708,,,,,,,0.03086622,,,,0.03479322
2014,sep,1.24,10,,,,,,,0.01319472,,,,,,,,,,,0.01319472
2014,sep,1.24,(en blanco),,,,7.85E-07,,0.01225224,0.2324784,,,,,,,,,,,0.244731425
2014,sep,1.27,0,,,,,,,,,,,,,,,,,7.85E-07,7.85E-07
2014,sep,1.27,(en blanco),,,,7.85E-07,,,,,,,,,,0.0141372,,,,0.014137985
2014,sep,1.28,0,,,,,,,,,,,,,,0.023562,,,,0.023562
2014,sep,1.28,(en blanco),,,,7.85E-07,,,,,,,,,,0.1040655,,,,0.104066285
2014,sep,1.34,0,,,,,,,0.05961186,,,,,,,,,,,0.05961186
2014,sep,1.34,(en blanco),,,,,,,,,,,,,,0.096369365,,,,0.096369365
2014,sep,1.37,0,,,,,,,,,,,,,,0.00070686,,,,0.00070686
2014,sep,1.37,(en blanco),,,,7.85E-07,,0.00070686,0.00188496,,,,,,,0.03832752,,,,0.040920125
2014,sep,1.41,0,,,,,,,0.01130976,,,,,,,,,,,0.01130976
2014,sep,1.41,(en blanco),,,,7.85E-07,,,,,,,,,,0.01617924,,,,0.016180025
2014,sep,1.44,0,,,,,,,,,,,,,,0.00329868,,,,0.00329868
2014,sep,1.44,(en blanco),,,,7.85E-07,,,0.29326836,,,,,,,0.11749584,,,,0.410764985
2014,sep,1.46,0,,,,,,,,,,,,,,0.00753984,,,,0.00753984
2014,sep,1.46,(en blanco),,,,7.85E-07,,,,,,,,,,0.04680984,,,,0.046810625
2014,sep,1.47,0,,,,,,,,,,,,,,0.01790712,,,,0.01790712
2014,sep,1.47,(en blanco),,,,7.85E-07,,0.00801108,0.09754668,,,,,,,0.01900668,,,,0.124565225
2014,sep,1.48,0,,,,,,,0.00384846,,,,,,,,,,,0.00384846
2014,sep,1.48,(en blanco),,,,7.85E-07,,0.00604758,0.00738276,,,,,,,0.0365211,,,,0.049952225
2014,sep,1.51,0,,,,,,,,,,,,,,,0.062832,,,0.062832
2014,sep,1.51,(en blanco),,,,,,,0.4233306,0.0636174,,,,,,0.01460844,0.1971354,,,0.69869184
2014,sep,1.52,0,,,,,,,0.141372,,,,,,,,,,,0.141372
2014,sep,1.52,(en blanco),,,,0.1130976,,,,,,,,,,,2.36E-06,,,0.113099956
2014,sep,1.58,0,,,,,,,,,,,,,,0.00125664,,,,0.00125664
2014,sep,1.58,(en blanco),,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2014,sep,1.59,2,,,,,,,0.07854,,,,,,,,,,,0.07854
2014,sep,1.59,(en blanco),,,,,,,0.01888887,0.00329868,,,,,,0.02831367,,,0.094248,0.14474922
2014,sep,1.6,0,,,,,,,0.0581196,,,,,,,,,,,0.0581196
2014,sep,1.6,(en blanco),,,,7.85E-07,,,0.2053821,,,,,,,0.06298908,,,,0.268371965
2014,sep,1.64,0,,,,,,,,,,,,,,7.85E-07,,,,7.85E-07
2014,sep,1.64,(en blanco),,,,,0.0011781,,,,,,,,,,,,,0.0011781
2014,sep,1.65,0,,,,,,,,,0,,,,,,,,,0
2014,sep,1.66,0,,,,,,,,,,,,,,,,,0.306306,0.306306
2014,sep,1.66,(en blanco),,,,,,,0.534072,,,,,,,0.00031416,,,0.0753984,0.60978456
2014,sep,1.68,0,,,,,,,,,,,,,,,,,0.11781,0.11781
2014,sep,1.68,(en blanco),,,,,,0.070686,0.212058,0.0223839,,,,,,,,,,0.3051279
2014,sep,1.69,0,,,,,,,0.0102102,,,,,,,,,,,0.0102102
2014,sep,1.69,(en blanco),,,,,,,0.00219912,,,,,,,0.000047124,,,0.01005312,0.012299364
2014,sep,1.71,0,,,,,,,0.125664,,,,,,,,,,,0.125664
2014,sep,1.71,(en blanco),,,,7.85E-07,,,0.801108,,,,,,,1.41E-05,,,7.85E-07,0.801123708
2014,sep,1.72,0,,,,,,,0.35343,,,,,,,,,,,0.35343
2014,sep,1.72,(en blanco),,,,,,,,,,,,,,,,,7.85E-07,7.85E-07
2014,sep,1.73,0,,,,,,,0.047124,,,,,,,,,,,0.047124
2014,sep,1.73,(en blanco),,,,,,,,,,,,,,,,,1.57E-06,1.57E-06
2014,sep,1.75,0,,,,,,,,,,,,,,,7.85E-07,,,7.85E-07
2014,sep,1.75,(en blanco),,,,,,,0.4944093,,,,,,,,,,7.85E-07,0.494410085
2014,sep,1.76,0,,,,,,,,,,,,,,0.0062832,,,,0.0062832
2014,sep,1.77,0,,,,,,,0.282744,,,,,,,,,,,0.282744
2014,sep,1.77,(en blanco),,,,7.85E-07,,,0.00895356,,,,,,,0.0172788,7.85E-07,,,0.026233931
2014,sep,1.78,0,,,,,,,,,,,,,,0.0062832,,,,0.0062832
2014,sep,1.78,(en blanco),,,,,,,,0.0011781,,,,,,,,,,0.0011781
2014,sep,1.8,0,,,,,,,,,,,,,,0.00251328,,,,0.00251328
2014,sep,1.81,0,,,,,,,,,,,,,,0.00188496,,,,0.00188496
2014,sep,1.81,(en blanco),,,,7.85E-07,,,0.00125664,,,,,,,0.00188496,,,,0.003142385
2014,sep,1.82,0,,,,0.08058204,,,,,,,,,,,,,,0.08058204
2014,sep,1.82,(en blanco),,,,,,,0.5796252,,,,,,,0.01539384,0.000007854,,,0.595026894
2014,sep,1.86,0,,,,,,,0.918918,,,,,,,,,,,0.918918
2014,sep,1.86,(en blanco),,,,1.57E-06,,0.066759,0.53862732,,,,,,7.85E-07,,0.4186182,,,1.024006876
2014,sep,1.94,0,,,,,,,,,,,,,,,,,0.0047124,0.0047124
2014,sep,1.94,(en blanco),,,,,,,,,,,,,,0.01028874,,,,0.01028874
2014,sep,1.95,0,,,,,,,,,,,,,,,,,0.0082467,0.0082467
2014,sep,1.95,(en blanco),,,,,,,,,,,,,,0.01075998,,,,0.01075998
2014,sep,1.96,0,,,,,,,,,,,,,,0.002968805,,,,0.002968805
2014,sep,1.96,(en blanco),,,,0.000989602,,,,,,,,,,0.00047124,,,0.01781283,0.019273672
2014,sep,1.97,0,,,,,,,,,,,,,,0.0106029,,,,0.0106029
2014,sep,1.97,(en blanco),,,,1.57E-06,,0.02403324,0.0047124,,,,,,,0.02261952,,,7.85E-07,0.051367516
2014,sep,2.1,0,,,,,,,,,,,,,,0.01939938,,,,0.01939938
2014,sep,2.1,(en blanco),,,,0,,,,0.00141372,,,,,,0.02646798,,,,0.0278817
2014,sep,2.11,0,,,,,,,,,,,,,,0.04178328,,,,0.04178328
2014,sep,2.11,(en blanco),,,,,,0.0027489,,,,,,,,0.01751442,,,7.85E-07,0.020264105
2014,sep,2.12,0,,,,,,,,,,,,,,0.02937396,,,,0.02937396
2014,sep,2.12,(en blanco),,,,,,,,0.00125664,,,,,,0.01633632,,,,0.01759296
2014,sep,2.14,0,,,,,,,,,,,,,,0.0082467,,,,0.0082467
2014,sep,2.14,(en blanco),,,,,,,0.00282744,0.00620466,,,,,,0.0164934,,,7.85E-07,0.025526285
2014,sep,2.16,0,,,,,,,,,,,,,,0.0094248,,,,0.0094248
2014,sep,2.16,(en blanco),,,,,,,0.00094248,,,,,,,0.02057748,,,7.85E-07,0.021520745
2014,sep,2.17,0,,,,,,,,,,,,,,0.0023562,,,,0.0023562
2014,sep,2.17,(en blanco),,,,7.85E-07,,0.00958188,,0.0047124,,,,,,0.0455532,,,,0.059848265
2014,sep,2.18,0,,,,,,,,,,,,,,0.023562,,,,0.023562
2014,sep,2.18,(en blanco),,,,,,,,0.0011781,,,,,,0.04233306,,,,0.04351116
2014,sep,2.19,0,,,,,,,,,,,,,,,,,7.85E-07,7.85E-07
2014,sep,2.19,(en blanco),,,,7.85E-07,,,,,,,,,,0.0267036,,,0.16069284,0.187397225
2014,sep,2.21,0,,,,,,,,,,,,,,0.00015708,,,,0.00015708
2014,sep,2.21,(en blanco),,,,7.85E-07,,,0.0015708,,,,,,,0.04288284,,,,0.044454425
2014,sep,2.6,0,,,,,,,,,,,,,,0.0341649,,,,0.0341649
2014,sep,2.6,(en blanco),,,,7.85E-07,,,,,,,,,,0.09613296,,,,0.096133745
2014,sep,2.8,0,,,,,,,,,,,,,,0.035343,,,,0.035343
2014,sep,2.9,0,,,,,,,1.252713,,,,,,,,,,,1.252713
2014,sep,2.9,(en blanco),,,,7.85E-07,,0.0212058,,,,,,,,0.03707088,,,,0.058277465
2014,sep,4.1,0,,,,,,,,,,,,,,0.023562,,,,0.023562
2014,sep,4.1,(en blanco),,,,0.05207202,,0.02764608,,,,,,,,0.0718641,,,,0.1515822
2014,sep,4.2,0,,,,,,,,,,,,,,,,,0,0
2014,sep,4.4,0,,,,,,,,,,,,,,0.0011781,,,,0.0011781
2014,sep,5.2,0,,,,,,,,,,,,,,,,,0.0333795,0.0333795
2014,sep,5.2,(en blanco),,,,,,,,,,,,,,,,,0.01837836,0.01837836
2014,sep,6.1,0,,,,,,,,,,,,,,,,,0.0376992,0.0376992
2014,sep,6.1,(en blanco),,,,7.85E-07,,,0.00730422,,,,,,,0.01523676,,,,0.022541765
2014,sep,6.2,0,,,,,,,0.02136288,,,,,,,,,,,0.02136288
2014,sep,6.2,(en blanco),,,,7.85E-07,,,0.007854,,,,,,,0.020267247,,,,0.028122032
2014,sep,6.3,0,,,,,,,0.039654753,,,,,,,,,,,0.039654753
2014,sep,6.3,(en blanco),,,,0.039654753,,,,,,,,,,0.079309507,,,,0.11896426
2014,sep,6.5,0,,,,,,,0.01429428,,,,,,,,,,,0.01429428
2014,sep,6.5,(en blanco),,,,7.85E-07,,0.007854,0.00769692,,,,,,,0.00047124,,,,0.016022945
2014,sep,6.9,0,,,,,,,,,,,,,,0.00777546,,,,0.00777546
2014,sep,6.9,(en blanco),,,,,,,,,,,,,,0.0043197,,,7.85E-07,0.004320485
2014,sep,7.2,0,,,,,,,,,,,,,,0.00007854,,,,0.00007854
2014,sep,7.2,(en blanco),,,,,,,,0.00102102,,,,,,0.00109956,,,,0.00212058
2014,sep,7.3,0,,,,,,,0.31416,,,,,,,,,,,0.31416
2014,sep,7.3,(en blanco),,,,,,,,,,,,,,2.51E-05,,,0.0722568,0.072281933
2014,sep,9.2,0,,,,,,,,,,,,,,0.0054978,,,,0.0054978
2014,sep,9.2,(en blanco),,,,7.85E-07,,,,,,,,,,0.02560404,,,,0.025604825
2014,sep,10.1,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2014,sep,10.1,(en blanco),,,,7.85E-07,,0.00439824,,,,,,,,0.000003927,,,,0.004402952
2014,sep,10.2,0,,,,,,,,,,,,,,0.0439824,,,,0.0439824
2014,sep,10.6,0,,,,,,,,,,,,,,0.0659736,,,,0.0659736
2014,sep,10.6,(en blanco),,,,7.85E-07,,0.0015708,0.0011781,,,,,,,0.023562,,,,0.026311685
2014,sep,11.1,0,,,,,,,,,,,,,,0.0054978,,,,0.0054978
2014,sep,11.1,(en blanco),,,,,,,,,,,,,,0.01146684,,,0.0047124,0.01617924
2014,sep,12.3,0,,,,,,,,,,,,,,0.00094248,,,,0.00094248
2014,sep,12.3,(en blanco),,,,,,,,,,,,,,0.00212058,,,,0.00212058
2014,sep,12.4,0,,,,,,,,,,,,,,0.106029,,,,0.106029
2014,sep,12.4,(en blanco),,,,0,,,,,,,,,,0.0094248,,,,0.0094248
2014,sep,13.1,0,,,,,,,,,,,,,,0.003927,,,,0.003927
2014,sep,13.1,(en blanco),,,,0,,0.0015708,0.0023562,,,,,,,0.02717484,,,,0.03110184
2014,sep,14.2,0,,,,0.01869252,,,,,,,,,,,,,,0.01869252
2014,sep,14.2,(en blanco),,,,0.01209516,,0.0054978,0.00494802,,,,,,,0.01091706,,,,0.03345804
2014,sep,14.4,0,,,,,,,,,,,,,,0.00439824,,,,0.00439824
2014,sep,14.4,(en blanco),,,,,,,,,,,,,,,,,0.05442822,0.05442822
2014,sep,14.5,0,,,,,,,0.282744,,,,,,,,,,,0.282744
2014,sep,14.5,(en blanco),,,,,,0.047124,,0.027489,,,,,,,,,0.298452,0.373065
2014,sep,15.3,0,,,,,,,0.00188496,,,,,,,,,,,0.00188496
2014,sep,15.3,(en blanco),,,,7.85E-07,,0.02937396,,,,,,,,0.03840606,,,,0.067780805
2014,sep,16.1,0,,,,,,,0.01209516,,,,,,,,,,,0.01209516
2014,sep,16.1,(en blanco),,,,0,,,,,,,,,,0.00816816,,,,0.00816816
2014,sep,17.1,0,,,,,,,0.047124,,,,,,,,,,,0.047124
2014,sep,17.1,(en blanco),,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2014,sep,17.2,0,,,,,,,,,,,,,,0.00950334,,,,0.00950334
2014,sep,17.2,(en blanco),,,,7.85E-07,,,0.0015708,,,,,,,0.00003927,,,,0.001610855
2014,sep,18.1,0,,,,,,,,,,,,,,0.01036728,,,,0.01036728
2014,sep,18.1,(en blanco),,,,,,,,0.00651882,,,,,,0.027965738,,,,0.034484558
2014,sep,18.3,0,,,,,,,,,,,,,,0.003927,,,,0.003927
2014,sep,18.3,(en blanco),,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2014,sep,19.1,0,,,,0.0031416,,,,,,,,,,,,,,0.0031416
2014,sep,1.19+18.2,0,,,,,,,0.00494802,,,,,,,,,,,0.00494802
2014,sep,1.19+18.2,(en blanco),,,,,,,0.01319472,,,,,,,0.004978651,,,,0.018173371
2014,sep,1.1O,0,,,,,,,,,,,,,,0.0333795,,,,0.0333795
2014,sep,1.1O,(en blanco),,,,7.85E-07,,,0.0019635,,,,,,,0.06291054,,,,0.064874825
2014,sep,1.2O,0,,,,,,,0.94248,,,,,,,,,,,0.94248
2014,sep,1.2O,(en blanco),,,,,,,0.00699006,,,,,,,0.01743588,,,,0.02442594
2014,sep,1.4+6.1O,0,,,,,,,0.00141372,,,,,,,,,,,0.00141372
2014,sep,1.4+6.1O,(en blanco),,,,1.57E-06,,,0.26012448,,,,,,,0.12048036,,,7.85E-07,0.380607196
2014,sep,1.52.1,0,,,,,,,7.85E-07,,,,,,,,,,,7.85E-07
2014,sep,1.55+1.56,0,,,,,,,0.345576,,,,,,,,,,,0.345576
2014,sep,1.55+1.56,(en blanco),,,,,,0.0094248,,,,,,,,0.0047124,,,0.1130976,0.1272348
2014,sep,1.56.1,0,,,,,,0.011781,,,,,,,,,,,,0.011781
2014,sep,1.56.1,(en blanco),,,,,,,,,,,,,,0.00031416,,,,0.00031416
2014,sep,1.56.2,0,,,,,,,,,,,,,,,,,7.85E-07,7.85E-07
2014,sep,1.5O,0,,,,,,,0.1869252,,,,,,,,,,,0.1869252
2014,sep,1.5O,(en blanco),,,,,,0.1123122,1.6367736,,,,,,,0.0922845,,,,1.8413703
2014,sep,1.66.1,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2014,sep,1.68.1,0,,,,,,,,,,,,,,0.00188496,,,,0.00188496
2014,sep,1.68.1,(en blanco),,,,7.85E-07,,,0.00125664,,,,,,,0.00219912,,,,0.003456545
2014,sep,1.71.1,0,,,,,,,,7.85E-07,,,,,,,,,,7.85E-07
2014,sep,1.76.1,0,,,,,,,0.494802,,,,,,,,,,,0.494802
2014,sep,1.76.1,(en blanco),,,,7.85E-07,,,,0.00644028,,,,,,,,,0.2521134,0.258554465
2014,sep,1.7O,0,,,,,,,,,,,,,,,,,0.0164934,0.0164934
2014,sep,1.7O,(en blanco),,,,,,,,0.00502656,,,,,,,,,0.02348346,0.02851002
2014,sep,1.80.2,0,,,,,,,0.00502656,,,,,,,,,,,0.00502656
